(AK,108)
(AZ,1874)
(CA,8519)
(CO,2270)
(CT,360)
(DC,1836)
(FL,4309)
(GA,2921)
(HI,410)
(IL,4394)
(IN,380)
(KY,266)
(LA,497)
(MA,1569)
(MD,1044)
(MI,1196)
(MN,1064)
(MO,1372)
(NC,2111)
(NE,326)
(NJ,1892)
(NM,417)
(NV,1750)
(NY,3637)
(OH,1411)
(OK,365)
(OR,567)
(PA,1626)
(PR,330)
(RI,256)
(TN,1062)
(TX,5889)
(UT,747)
(VA,538)
(WA,948)
(WI,459)
